,Name,Id,Timestamp,Tweets,Modal
0,Captain,1360792462118301696,2021-02-14 03:26:19,b'@RackEmUpLLC LOL. I love it. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',C
1,Captain,1360792325786599434,2021-02-14 03:25:47,b'RT @RackEmUpLLC: Owen https://t.co/lDXj4qm3q6',D
2,Captain,1360723615625449472,2021-02-13 22:52:45,b'RT @ClayTravis: Congrats to Donald Trump on his back-to-back impeachment trial championships. Never done before in American history. Unques\xe2\x80\xa6',A
3,Captain,1360723202025086977,2021-02-13 22:51:07,b'@FoxNews She is blasting everyone because she knows she is and was wrong. And also because she is now the only Spea\xe2\x80\xa6 https://t.co/HD2jz3H2jn',D
4,Captain,1360696774927745030,2021-02-13 21:06:06,b'@FoxNews 7 spineless cowards',C
5,Captain,1360696369405657092,2021-02-13 21:04:29,b'@seanhannity WTF is @SenSchumer saying? He is rambling on with nonsense and needs to be stopped. Its over Chuckie.\xe2\x80\xa6 https://t.co/5euwVPFjIP',D
6,Captain,1360695862972854279,2021-02-13 21:02:28,b'@Thomas03456625 @ElwimSorto @TrumpWarRoom One of...',C
7,Captain,1360695713030627328,2021-02-13 21:01:53,b'@peter_king Sad that our government is STUPID enough to push a sham impeachment TWICE that they knew would not hold\xe2\x80\xa6 https://t.co/ERzuHhsKit',D
8,Captain,1360694974438899714,2021-02-13 20:58:57,b'@ElwimSorto @TrumpWarRoom He will go down as one of the best presidents ever. #MAGA',C
9,Captain,1360694088857767936,2021-02-13 20:55:25,b'RT @JackPosobiec: BREAKING: Donald John Trump acquitted\n\n7 Republicans voted with the Democrats to find Trump guilty \n\nBurr\nCollins\nCassidy\xe2\x80\xa6',A
10,Captain,1360693770241642504,2021-02-13 20:54:09,b'@scotswa1 @FOX9 I think they did. 7 Republicans voted guilty.',C
11,Captain,1360692609862279178,2021-02-13 20:49:33,b'@FOX9 Today I am embarrassed to be from MN with both of our senators not standing up for what is right and fair but\xe2\x80\xa6 https://t.co/gvLzosiIjo',D
12,Captain,1360689041256173574,2021-02-13 20:35:22,b'@Olivia_Beavers Because the Double Standard Democrats learned that @SpeakerPelosi would have to take the stand and\xe2\x80\xa6 https://t.co/VLosgf0VBF',D
13,Captain,1360688705556652036,2021-02-13 20:34:02,"b""@GOP That's right up @JoeBiden alley though. He is the great job killer. That's all he has done so far is killed American Jobs.""",C
14,Captain,1360688394217672708,2021-02-13 20:32:48,b'@GovTimWalz Be a leader for once and remove the mask mandate. Let the people decide. Open all business 100%. Let th\xe2\x80\xa6 https://t.co/aQTkX5umHM',D
15,Captain,1360618472183652357,2021-02-13 15:54:57,"b""@TheoKeith @GovTimWalz At least it's a bipartisan panel. There is no emergency. Stop the Dictator Power Trip. The E\xe2\x80\xa6 https://t.co/oqmdpHElYa""",D
16,Captain,1360362579206561793,2021-02-12 22:58:07,b'RT @charliekirk11: New York:\n\xe2\x80\x94Population: 19.5M\n\xe2\x80\x94230 Deaths/100K\n\xe2\x80\x9446K Deaths\n\xe2\x80\x9415K Nursing Home Deaths\n\xe2\x80\x941M Jobs lost\n\xe2\x80\x941.8M vaccines\n\xe2\x80\x94Democra\xe2\x80\xa6',A
17,Captain,1360331639814053891,2021-02-12 20:55:11,b'@mrctv @ABC @CBS @NBCNews @CNN @FoxNews Where in the hell are you? The people of this country need to see this. The\xe2\x80\xa6 https://t.co/WzFqGVK1rk',D
18,Captain,1360330625673269258,2021-02-12 20:51:09,"b""RT @mrctv: FLASHBACK: Donald Trump's defense team slams the hypocrisy on the Left, with video proof of @RepRaskin objecting to Trump's elec\xe2\x80\xa6""",A
19,Captain,1360329796207734786,2021-02-12 20:47:51,"b'RT @mrctv: DEBUNKED: Remember the ""very fine people"" lie the Biden campaign and mainstream media fed everyone? Here\'s the whole story: http\xe2\x80\xa6'",D
20,Captain,1360279066599907328,2021-02-12 17:26:16,b'@sleepy3577 @hansmeier_peter @TheoKeith @GovTimWalz Sounds like a Super Joe solution. \xf0\x9f\x98\x82\xf0\x9f\x98\x82',C
21,Captain,1360278294348840965,2021-02-12 17:23:12,"b""@hansmeier_peter @sleepy3577 @TheoKeith @GovTimWalz But Super Joe had all of the answers didn't he? He was going to\xe2\x80\xa6 https://t.co/lm5nbTgsfC""",D
22,Captain,1360268826018013194,2021-02-12 16:45:35,"b""@POTUS Then open the damn country. It's not that difficult. The best stimulus to this country is to open up and be\xe2\x80\xa6 https://t.co/ZHL0iF4rK4""",D
23,Captain,1360267503772053504,2021-02-12 16:40:20,"b""@SchumerC67 @BOOSKER4 @AllDayVikings28 @nacholeber Wow. I bet you're fun to party with.""",C
24,Captain,1360251338085531652,2021-02-12 15:36:05,b'@SchumerC67 @AllDayVikings28 @nacholeber Wow. Someone loves Erin a little too much I guess. Such a bitter Packer Fan.',C
25,Captain,1360246380778950656,2021-02-12 15:16:23,"b""@SchumerC67 @AllDayVikings28 @nacholeber IF he goes to G.B. they are still are no threat to a Lombardi. Erin won't\xe2\x80\xa6 https://t.co/SlUXXmzlEK""",D
26,Captain,1360245160756453377,2021-02-12 15:11:33,"b""@AllDayVikings28 @nacholeber He won't be healthy enough to play is twice a year. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82""",C
27,Captain,1360219169862598659,2021-02-12 13:28:16,b'@megynkelly He should be prosecuted as well as his brother for all of this BS.',C
28,Captain,1360218380221956099,2021-02-12 13:25:08,b'@FOX9 Of course not. Then he would lose his Dictator Powers. He has to have control. He needs to be removed from hi\xe2\x80\xa6 https://t.co/Na3YOAAF3g',D
29,Captain,1360061678709338113,2021-02-12 03:02:27,b'RT @BaconSara: @FOX9 https://t.co/bckPaqlG1k',D
30,Captain,1359982907268493325,2021-02-11 21:49:27,b'@GopherMBB @WellsFargo Why the 4:00 start?',C
31,Captain,1359982162636849154,2021-02-11 21:46:29,b'@FOX9 Masks need to be waived as well',C
32,Captain,1359981826144673792,2021-02-11 21:45:09,"b""@POTUS Are you sure it wasn't just a doctors appointment you were at?""",C
33,Captain,1359889058328170498,2021-02-11 15:36:31,b'RT @Jim_Jordan: https://t.co/WWxAqBfvAX',D
34,Captain,1359583130605215748,2021-02-10 19:20:52,b'@MSPPIO_NW Pelican Rapids',C
35,Captain,1359572042136363011,2021-02-10 18:36:49,b'@jsmo24135541 @mtgreenee @ericswalwell I wonder if his Chinese spy wife helps him do his homework? ChinaSwalwell',C
36,Captain,1359570253659914244,2021-02-10 18:29:42,b'@mtgreenee @ericswalwell He just keeps rambling on and on. Even he knows he is wrong.',C
37,Captain,1359553722511155200,2021-02-10 17:24:01,"b""@Mendham49 @nypost Think he didn't? Of course he did. Nobody gives a shit. He is garbage.""",C
38,Captain,1359550884057874440,2021-02-10 17:12:44,b'@Jim_Jordan Only because they are scared',C
39,Captain,1359550383308365824,2021-02-10 17:10:45,b'RT @mtgreenee: RT if you think it\xe2\x80\x99s time to #ReopenAmerica!',A
40,Captain,1359511827928014848,2021-02-10 14:37:32,b'one person followed me // automatically checked by https://t.co/kSbotHIFzk',D
41,Captain,1359272773223383041,2021-02-09 22:47:37,b'@WhiteHouse Open the damn country and let people go to work then. Pretty simple solution @JoeBiden @POTUS Let peopl\xe2\x80\xa6 https://t.co/twwsojUpq0',D
42,Captain,1359270108200382475,2021-02-09 22:37:02,"b'RT @Dorunda: Only in America can you find a kid wearing $150 tennis shoes, drinking a $5 cup of coffee, typing on his $1000 cell phone comp\xe2\x80\xa6'",A
43,Captain,1359203440958853124,2021-02-09 18:12:07,b'@enbyd1 @TheoKeith @GovTimWalz If you mean the people that want to live their life and not do what a dictator tells\xe2\x80\xa6 https://t.co/EKAaROjR9t',D
44,Captain,1359150770671800329,2021-02-09 14:42:50,b'@AThaddum @Scouserio @Jim_Jordan @JaneCastor @mattgaetz Wow. So bitter. Must really suck to be pissed off every day of your life.',C
45,Captain,1359130713241567232,2021-02-09 13:23:08,b'@AThaddum @Scouserio @Jim_Jordan @JaneCastor @mattgaetz Pumpkin? What are you 90? The first mirror you see will unv\xe2\x80\xa6 https://t.co/fbb18HH0c3',D
46,Captain,1358983681478709250,2021-02-09 03:38:53,b'@Scouserio @AThaddum @Jim_Jordan @JaneCastor @mattgaetz When is hockey season?',C
47,Captain,1358970090323128321,2021-02-09 02:44:52,b'@Scouserio @AThaddum @Jim_Jordan @JaneCastor is that you? Is this another Double Standard Democrat? @Jim_Jordan\xe2\x80\xa6 https://t.co/fLupOZTK5M',D
48,Captain,1358849596827586568,2021-02-08 18:46:04,b'@WSJPolitics Sounds about right for this ridiculous impeachment by the absolute bottom barrel democrats that are ru\xe2\x80\xa6 https://t.co/o0AQT1D0yG',D
49,Captain,1358436345572646913,2021-02-07 15:23:57,b'@NFLonFOX @TomBrady',C
50,Captain,1358213229152006144,2021-02-07 00:37:22,b'@MJNDesigner No QB will ever be food enough for this fanbase.',C
51,Captain,1358206986010165253,2021-02-07 00:12:34,"b'RT @KelemenCari: In Nevada, 42,284 voters double voted (voted more than once.) Biden\'s margin of ""victory"" was 34,000.'",A
52,Captain,1357771383787446275,2021-02-05 19:21:38,b'@VP @JanetYellen Good thing no WHITE Businesses were hit hard. Why are you racist?',C
53,Captain,1357770662513901571,2021-02-05 19:18:46,b'@AOC @RepDeanPhillips There is nothing powerful about his speech other than the stench of it. It Stinks. Hypocrisy\xe2\x80\xa6 https://t.co/uZIs7fqFfg',D
54,Captain,1357770267091750912,2021-02-05 19:17:12,b'@chrisbode @nacholeber @KirkCousins8 #SKOL',C
55,Captain,1357763714745794562,2021-02-05 18:51:10,"b""@bringmethenews IT'S A VIRUS""",C
56,Captain,1357763535934259201,2021-02-05 18:50:27,"b'@chrisbode @nacholeber When is this fanbase going to get over Kirk\'s contract? It is what it is. A ""better"" QB isn\'\xe2\x80\xa6 https://t.co/U3hzq4U96K'",D
57,Captain,1357700888761151489,2021-02-05 14:41:31,"b""@RepDeanPhillips I'm sure it was a very scary time but thinking nothing was going to happen to a certain political\xe2\x80\xa6 https://t.co/Q5Sq8HkXA4""",D
58,Captain,1357526799555710978,2021-02-05 03:09:45,b'@Don_Fleming1906 @AOC @NancyMace This is why this country will never get along. You are an idiot Don. @AOC was neve\xe2\x80\xa6 https://t.co/PJyaVMvpAl',D
59,Captain,1357525366835929089,2021-02-05 03:04:03,"b""@GovTimWalz When will the mask mandate end Governor? Masks really aren't helping anything. You know it. They know i\xe2\x80\xa6 https://t.co/UDBooE0Y28""",D
60,Captain,1357395233672159232,2021-02-04 18:26:57,"b""@POTUS It's not free money America. Wake-up. You will pay it back and then some. Stop raising taxes @JoeBiden Live\xe2\x80\xa6 https://t.co/uFC3wFJDYy""",D
61,Captain,1357394527854723072,2021-02-04 18:24:09,b'@Workwor29421463 @TinseltownMayor @aerwaves_ @Ilhan We both know who is not living in reality. Bye',C
62,Captain,1357366079312568323,2021-02-04 16:31:06,b'@YahooNews Another lying BS session? Pass. She is terrible.',C
63,Captain,1357365800269729793,2021-02-04 16:30:00,b'@dhiggins63 @Jo11635271 Louder please for the people in the back Sir. Thank You. Well Said.',C
64,Captain,1357365628177444866,2021-02-04 16:29:19,"b'RT @dhiggins63: It\xe2\x80\x99s all true, yet ineffective, when we say leftists are hypocritical intolerant, incompetent Marxists.. But they don\xe2\x80\x99t car\xe2\x80\xa6'",A
65,Captain,1357345141497843712,2021-02-04 15:07:54,"b'@BBurnskie @PaulCharchian @nacholeber Agreed. It would then turn to ""He can\'t even win 2"". Or he didn\'t play good e\xe2\x80\xa6 https://t.co/uYThEqBRGQ'",D
66,Captain,1357344038454657028,2021-02-04 15:03:31,"b""@Workwor29421463 @TinseltownMayor @aerwaves_ @Ilhan You can't fix stupid. He could be the most UN-Racist person in\xe2\x80\xa6 https://t.co/eJwoIGp8DB""",D
67,Captain,1357129589919805440,2021-02-04 00:51:23,"b""@Workwor29421463 @TinseltownMayor @aerwaves_ @Ilhan Trump management Corp? Guessing it wasn't the owner though was it?""",C
68,Captain,1357129252177666048,2021-02-04 00:50:02,"b""@Workwor29421463 @TinseltownMayor @aerwaves_ @Ilhan Name a white wealthy person that wasn't racist in 1960s and 70s\xe2\x80\xa6 https://t.co/qhP6hMf8wA""",D
69,Captain,1357128943359377408,2021-02-04 00:48:48,b'@Workwor29421463 @TinseltownMayor @aerwaves_ @Ilhan 1973? Come on you bum. Get a life. Dig deeper and you will find\xe2\x80\xa6 https://t.co/jNY3B81KQ7',D
70,Captain,1357081652774764544,2021-02-03 21:40:54,b'@SkolBros When will us peasants see it?',C
71,Captain,1357081195637596162,2021-02-03 21:39:05,"b""@Workwor29421463 @TinseltownMayor @aerwaves_ @Ilhan Show me where Trump was racist. You can't. Stop listening to th\xe2\x80\xa6 https://t.co/2SXsVM6Utv""",D
72,Captain,1357080379279216640,2021-02-03 21:35:50,b'@funder Absolutely not.',C
73,Captain,1357079767162494983,2021-02-03 21:33:24,"b""@funder No she won't""",C
74,Captain,1357045674760617993,2021-02-03 19:17:56,b'@RepRashida You are a much bigger threat to a peaceful House than ANY @GOP member. EVER. Sit this one out lady.',C
75,Captain,1357042095861686275,2021-02-03 19:03:42,b'@Coach_Keith44 Exactly. Same BS here in MN. Makes zero sense yet we all follow the rules like a bunch of sheep. #SheeplePeople',C
76,Captain,1357041051714924547,2021-02-03 18:59:33,b'@LeaderMcConnell How about the science on the masks. You understand they are not helping right? Masks do not work. #UnMaskAmerica',C
77,Captain,1357039448140238849,2021-02-03 18:53:11,"b""@AOC You weren't even in the same building that was under attack. Stop crying. Go do your job, or better yet, RESIGN.""",C
78,Captain,1357019060983185411,2021-02-03 17:32:10,"b""@DailyCaller wasn't that the Obama/Biden policy when they were in office? Didn't you have the cages built @JoeBiden\xe2\x80\xa6 https://t.co/Q9wrbTH3Pb""",D
79,Captain,1357010377435992064,2021-02-03 16:57:40,b'@aform341 @POTUS That is exactly what you will be doing when you realize what Sleepy Joe has done to this country.',C
